title,author,genre,length_category
Soldiers of Destruction,Charles W. Sydnor,History,average
"Sounds, Feelings, Thoughts",Wisława Szymborska,Poetry,average
Dionysiac Poetics and Euripides' Bacchae,Charles Segal,Literary Criticism,long
The Myth of the Eternal Return,Mircea Eliade,Social Science,short
Eugene Onegin: Commentary and index,Aleksandr Sergeevich Pushkin,Literary Criticism,long
EUGENE ONEGIN - A NOVEL IN VERSE V.1,Aleksandr Sergeevich Pushkin,Literary Criticism,average
The Essential Kierkegaard,S瞨en·Kierkegaard,Philosophy,long
A Source Book in Indian Philosophy,"Sarvepalli Radhakrishnan, Sir",Philosophy,long
Fear and Trembling,Soren Aabye Kierkegaard;Søren Kierkegaard,Christianity,long
Philosophy and the Mirror of Nature,Richard Rorty,Philosophy,long
Kierkegaard's Writings,Søren Kierkegaard,,long
Images and Symbols,Mircea Eliade,Religion,short
Vladimir Nabokov,Brian Boyd,Biography & Autobiography,long
The Rise of Christianity,Rodney Stark,Religion,average
Making Democracy Work,Robert D. Putnam;Robert Leonardi;Raffaella Nanetti,Political Science,average
Multiculturalism,Charles Taylor;Amy Gutmann,Philosophy,short
The Nature of Space and Time,Stephen Hawking;Roger Penrose,Science,short
The Essential John Nash,John Nash,Mathematics,average
The complete works of Aristotle,Aristoteles,"Philosophy, Ancient",long
The Complete Works of Aristotle,Aristotle,Philosophy,long
Hamlet in Purgatory,Stephen Greenblatt,Drama,average
The Two-Mile Time Machine,Richard B. Alley,Science,average
Shamanism,Mircea Eliade,"Body, Mind & Spirit",long
Hegel's Preface to the Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel;Yirmiyahu Yovel,Philosophy,average
On Bullshit,Harry G. Frankfurt,Philosophy,short
The Chronicles of Narnia CD Box Set,C. S. Lewis,Juvenile Fiction,short
Second Home,,House & Home,average
Sisters,Charles Higham,Biography & Autobiography,average
The Legend of the Poinsettia,,Juvenile Fiction,short
Many Luscious Lollipops,Ruth Heller,Juvenile Nonfiction,short
"Mine, All Mine",Ruth Heller,Juvenile Nonfiction,short
Fantastic! Wow! and Unreal!,Ruth Heller,Juvenile Nonfiction,short
In Search of Lost Time,Marcel Proust,,long
The Risk of Darkness,Susan Hill,Detective and mystery stories,average
The Egg and I,Betty MacDonald,Farm life,average
The Time Machine,Herbert George Wells,"Science fiction, English",long
The Beatles years,Barry Miles;Keith Badman,Biography & Autobiography,average
Ender's Game,Orson Scott Card,,average
The Mansion on the Hill,Fred Goodman,Music trade,long
The World is Flat,Thomas L. Friedman,Computer science,long
America,Jon Stewart;Ben Karlin;David Javerbaum,Democracy,average
Hooked,Pauline Kael,Motion pictures,long
Alfred Hitchcock and the Making of Psycho,Stephen Rebello,Psycho (Motion picture : 1960),average
"Collected Plays: As you desire me; Think it over, Giacomino!; This time it will be different; The imbecile",Luigi Pirandello,,average
Euripides,Pantelis Michelakis,Drama,short
The Egyptologist,Arthur Phillips,Americans,average
Economics: European Edition,Paul Krugman;Robin Wells;Kathryn Graddy,Business & Economics,long
Banker,Dick Francis,Fiction,average
Sushi for Beginners,Marian Keyes,Business women,long
Medicus and the Disappearing Dancing Girls,Ruth Downie,Detective and mystery stories,long
Orientalism,John MacKenzie;John MacDonald MacKenzie,Art,average
A Farewell to Arms?,Michael Cox;Adrian Guelke;Fiona Stephen,History,long
Maisie Dobbs,Jacqueline Winspear,Detective and mystery stories,average
Birds of a Feather,Jacqueline Winspear,Children of the rich,average
Black Sugar,Jeremy Reed,"Erotic poetry, English",average
Robbins and Cotran Review of Pathology,Edward C. Klatt;Stanley Leonard Robbins;Vinay Kumar,Medical,long
The Valkyries,Paulo Coelho,Angels,average
How to Seduce Your Dream Man,Anna Maxted,Man-woman relationships,average
Mutant Message from Forever,Marlo Morgan,Aboriginal Australians,average
The Tale of Jemima Puddle-Duck,Beatrix Potter,Juvenile Nonfiction,short
The Tale of The Flopsy Bunnies,Beatrix Potter,Juvenile Nonfiction,short
The World of Peter Rabbit,Beatrix Potter,Juvenile Fiction,long
A Journal,Beatrix Potter (Illustratorin),"Novelists, English",short
The Dig,Alan Dean Foster;Sean Clark,Interplanetary voyages,average
Exit to Eden,Anne Rampling;Anne Rice,Photographers,average
Desert Heat,Ja Jance;Judith A. Jance,Fiction,average
The Dark City,Max Allan Collins,Fiction,average
Code,Charles Petzold,Computers,average
Writing Secure Code,Michael Howard;David LeBlanc,Computers,long
Homepage Usability,Jakob Nielsen;Marie Tahir,Business enterprises,average
"The Girlhood Diary of Louisa May Alcott, 1843-1846",Louisa May Alcott,Juvenile Nonfiction,short
"Israel, My Beloved",Kay Arthur,Fiction,long
Living with Passion and Purpose,Elizabeth George,Religion,short
The Rapture,Tim F. LaHaye,Religion,average
Life Management for Busy Women,Elizabeth George,Religion,short
Simple Acts of Faith,Margaret Feinberg,Religion,short
A Wife After God's Own Heart Growth and Study Guide,Elizabeth George,Religion,short
Loving God with All Your Mind,Elizabeth George,Religion,average
The Greenlander,Mark Adlard,Adventure stories,short
Perfectly Reasonable Deviations from the Beaten Track,Richard Phillips Feynman,Biography & Autobiography,long
Middlesex Borough,,History,short
Juneau and Sauk Counties,Jacqueline Ann;Sheila Zenk,History,short
Sebastopol,Western Sonoma County Historical Society,History,short
Lake Orion,James E. Ingram;Lori Grove,History,short
Cypress Gardens,Mary M. Flekke;Sarah E. MacDonald;Randall M. MacDonald,History,short
Center City Philadelphia in the 19th Century,The Print and Photograph Department of the Library Company of Philadelphia,History,short
Selections from the Oakland Tribune Archives,Annalee Allen,History,short
Book of Nightmares,John Peel,Fiction,short
Rincewind the Wizzard,Terry Pratchett,Discworld (Imaginary place),long
The Lord of the Rings,,"Baggins, Frodo (Fictitious character)",long
Hitchhiker's Trilogy,Douglas Adams,"Dent, Arthur (Fictitious character)",long
All the Pretty Horses,Cormac McCarthy,Americans,average
The Chrestomanci Quartet,Diana Wynne Jones,Chrestomanci (Fictitious character),long
The Last Herald-mage,Mercedes Lackey,"Fantasy fiction, American",long
Wizard's Castle,Diana Wynne Jones,Fantasy,average
A Tolkien Miscellany,John Ronald Reuel Tolkien,"Fantasy fiction, English",average
The Abhorsen Trilogy,Garth Nix,"Fantasy fiction, American",long
The complete guide to Middle-earth,Robert Foster,Literary Criticism,long
Time Quartet,Madeleine L'Engle,Science fiction,long
The Foundation Trilogy,Isaac Asimov,Science fiction,long
The Christmas Thief,Mary Higgins Clark,Christmas stories,average
Night fall,Nelson DeMille,Fiction,long
The Sundering,Jacqueline Carey,Brothers,long
Marley and me : love and life with the world's worst dog,John Grogan,Labrador retriever,average
Twelve sharp,Janet Evanovich,Bail bond agents,long
Bill Gates,Sara Barton-Wood,Juvenile Nonfiction,short
Another Day in Paradise,Jim Toomey,Humor,short
Calvin and Hobbes: Sunday Pages 1985-1995,Bill Watterson,Comics & Graphic Novels,short
Another Day in Cubicle Paradise,Scott Adams,Humor,short
The Complete Calvin and Hobbes,Bill Watterson,Comics & Graphic Novels,long
Chomsky on Miseducation,Noam Chomsky,Education,short
A Primate's Memoir,Robert M. Sapolsky,Nature,average
"New Jewish Wedding, Revised",Anita Diamant,Reference,average
Bowling Alone,Robert D. Putnam,History,long
The Blackwater Lightship,Colm Toibin,Fiction,average
The Most Of P.G. Wodehouse,P.G. Wodehouse,Fiction,long
"How Right You Are, Jeeves",P.G. Wodehouse,Fiction,average
Jeeves And The Tie That Binds,P.G. Wodehouse,Fiction,average
The Body Artist,Don DeLillo,Fiction,short
Sarah Ban Breathnach's Mrs. Sharp's Traditions,Sarah Ban Breathnach,Family & Relationships,average
Not Much Fun,Stuart Y. Silverstein,Biography & Autobiography,average
An Hour Before Daylight,Jimmy Carter,Biography & Autobiography,average
Cover Her Face,P.D. James,Fiction,average
Drugs and Crime Deviant Pathways,Cândido da Agra;Serge Brochu;Marie-Marthe Cousineau,Criminal behavior,average
The Skull Beneath the Skin,P. D. James,Fiction,average
Authentic Happiness,Martin E. P. Seligman,Psychology,average
John Adams,David McCullough,Biography & Autobiography,long
Yanks,John Eisenhower,History,average
Man and Boy,Tony Parsons,Fiction,average
Seventeen Seventy-six,David McCullough,Biography & Autobiography,average
President Nixon,Richard Reeves,Biography & Autobiography,long
The Other Boleyn Girl,Philippa Gregory,Fiction,long
Shampoo Planet,Douglas Coupland,Fiction,average
Them,Jon Ronson,Political Science,average
Shout!,Philip Norman,Biography & Autobiography,long
Man and Wife,Tony Parsons,Fiction,average
Teacher Man,Frank McCourt,Biography & Autobiography,average
The Partly Cloudy Patriot,Sarah Vowell,History,short
Will You Miss Me When I'm Gone?,Mark Zwonitzer;Charles Hirshberg,Biography & Autobiography,long
Cosmopolis,Don DeLillo,Fiction,average
Chronicles,Bob Dylan,Biography & Autobiography,average
The Boat of Dreams,Richard Preston,Fiction,short
The Glass Castle,Jeannette Walls,Biography & Autobiography,average
Wideacre,Philippa Gregory,Fiction,long
The Favored Child,Philippa Gregory,Fiction,long
The Master,Colm Toibin,Fiction,average
Generation of Swine,Hunter S. Thompson,Biography & Autobiography,average
The Great Shark Hunt,Hunter S. Thompson,Biography & Autobiography,long
The 7 Habits of Highly Effective People Personal Workbook,Stephen R. Covey,Self-Help,short
Sea of Thunder,Evan Thomas,History,long
A Separate Peace,John Knowles,Fiction,average
Plan of Attack,Bob Woodward,Political Science,long
Frankenstein,Mary Wollstonecraft Shelley,Fiction,long
The Scarpetta Collection Volume II,Patricia Cornwell,Fiction,long
The Trial of Queen Caroline,Jane Robins,Biography & Autobiography,average
Benjamin Franklin,Walter Isaacson,Biography & Autobiography,long
The Sleeping Doll,Jeffery Deaver,Fiction,long
Liars and Saints,Maile Meloy,Fiction,average
"Cry, the Beloved Country",Alan Paton,Fiction,average
Einstein,Walter Isaacson,Biography & Autobiography,long
I Heard that Song Before,Mary Higgins Clark,Fiction,average
I'm Too Young To Be Seventy,Judith Viorst,Humor,short
The Virgin's Lover,Philippa Gregory,Fiction,long
The 7 Habits of Highly Effective People,Stephen R. Covey,Self-Help,average
The Organized Student,Donna Goldberg,Family & Relationships,average
Team of Rivals,Doris Kearns Goodwin,Biography & Autobiography,long
Untouchables,Narendra Jadhav,Biography & Autobiography,average
Brokeback Mountain,Annie Proulx,Fiction,short
Love Smart,Dr. Phil McGraw,Family & Relationships,average
The Constant Princess,Philippa Gregory,Fiction,average
The Boleyn Inheritance,Philippa Gregory,Fiction,long
Virgin Earth,Philippa Gregory,Fiction,long
How to Win Friends and Influence People for Teen Girls,Donna Dale Carnegie,Self-Help,average
The Good Earth,Pearl S. Buck,Fiction,average
Love-Lies-Bleeding,Don DeLillo,Euthanasia,average
The Coffin Dancer,Jeffery Deaver,Fiction,average
Diary of a Mistress,Miasha,Fiction,short
Female Chauvinist Pigs,Ariel Levy,Social Science,average
Persian Mirrors,Elaine Sciolino,History,long
Chuck Klosterman IV,Chuck Klosterman,Biography & Autobiography,average
Kissinger,Walter Isaacson,Biography & Autobiography,long
Lisey's Story,Stephen King,Fiction,long
True Evil,Greg Iles,Fiction,long
You On A Diet,M. D. Roizen (Michael F.);Michael F. Roizen,Reducing diets,average
The Good House,Tananarive Due,Fiction,long
Does Anything Eat Wasps?,New Scientist,Humor,average
The SPEED of Trust,Stephen R. Covey;Rebecca R. Merrill,Business & Economics,average
"Look Homeward, Angel",Thomas Wolfe,Fiction,long
Fargo Rock City,Chuck Klosterman,Music,average
Eye of the Storm,Virginia C. Andrews,Partition of decedents' estates,average
Like Shaking Hands With God,Kurt Vonnegut Jr.;Lee Stringer,Biography & Autobiography,short
The Second Time Around,Mary Higgins Clark,Fiction,average
The Voyage of the Jerle Shannara,Terry Brooks,,long
The Inhuman Condition,Clive Barker,Fiction,short
Star Trek Voyager Companion,Paul Ruditis,Fiction,long
Deck the Halls,Mary Higgins Clark;Carol Higgins Clark,Fiction,average
Music & Silence,Rose Tremain,Fiction,long
Salem Falls,Jodi Picoult,Fiction,long
Perfect Match,Jodi Picoult,Fiction,average
"God Bless You, Dr. Kevorkian",Kurt Vonnegut,Fiction,short
Blink-182,Blink-182;Anne Hoppus;Tom Delonge;Mark Hoppus;Travis Barker,Biography & Autobiography,short
The Diablo: The Black Road,Mel Odom,Fiction,average
The Diablo: The Kingdom of Shadow,Richard A. Knaak,Fiction,average
The Twentieth Wife,Indu Sundaresan,Fiction,average
Black Cat,V. C. Andrews,Fiction,average
Last Man Standing,David Baldacci,English fiction,long
Songs of the Humpback Whale,Jodi Picoult,Fiction,average
March Upcountry,David Weber;John Ringo,Fiction,long
Roughing It,Mark Twain,Fiction,long
The Shining,Stephen King,Fiction,long
The Vanished Man,Jeffery Deaver,Fiction,long
One More for the Road,Ray Bradbury,"Fantasy fiction, American",average
Double Dealer,Max Allan Collins,Fiction,average
Shooting Stars Omnibus,V.C. Andrews,Fiction,long
Serpent,Clive Cussler;Paul Kemprecos,Archaeological expeditions,long
Shock Wave,Clive Cussler,Adventure stories,long
The Footprints of God,Greg Iles,Fiction,long
My Sister's Keeper,Jodi Picoult,Fiction,long
Vanishing Acts,Jodi Picoult,Fiction,long
On Writing,Stephen King,Biography & Autobiography,average
Sex and the City,Amy Sohn;Sarah Jessica Parker,Fiction,short
He Sees You When You're Sleeping,Mary Higgins Clark;Carol Higgins Clark,Fiction,average
From Sawdust to Stardust,Terry Lee Rioux,Biography & Autobiography,average
The Honourable Schoolboy,John le Carre,Fiction,long
Changeling,Roger Zelazny,Fiction,average
"Click, Clack, Moo",Doreen Cronin;Betsy Lewin,Children's stories,short
Eight Black Horses,Ed McBain,Fiction,average
Band of Brothers,Stephen E. Ambrose,History,long
Pendulum,Amir D. Aczel,Biography & Autobiography,average
The Price of Pleasure,Kresley Cole,Fiction,average
Fall on Your Knees,Ann-Marie MacDonald,Fiction,long
Homecoming,Christie Golden,Fiction,average
First Things First,Stephen R. Covey,Conduct of life,average
Goodnight Nobody,Jennifer Weiner,Fiction,average
", said the shotgun to the head.",Saul Williams,Poetry,short
The Diablo: The Sin War #1: Birthright,Richard A. Knaak,Fiction,average
Diablo: The Sin War #2: Scales of the Serpent,Blizzard Entertainment,Fiction,average
Diablo: Moon of the Spider,Richard A. Knaak,Fiction,average
Paradise,Judith McNaught,Fiction,long
The Best of Ray Bradbury,Ray Bradbury,Comics & Graphic Novels,short
Macbeth,William Shakespeare,Drama,average
Romeo and Juliet,William Shakespeare,Drama,average
Dracula,Bram Stoker,Fiction,long
A Midsummer Night's Dream,William Shakespeare,Drama,average
Othello,William Shakespeare,Drama,average
The Merchant of Venice,William Shakespeare,Drama,average
Undaunted Courage,Stephen E. Ambrose,Explorers,long
The Sea Hunters,Clive Cussler;Craig Dirgo,Fiction,long
Underworld,Greg Cox;Danny McBride,Fiction,average
Blood Enemy,Greg Cox,Fiction,average
Twelfth Night,William Shakespeare,Drama,average
Macbeth,William Shakespeare;Dr. Barbara A. Mowat;Paul Werstine,Drama,average
Romeo and Juliet,William Shakespeare;Barbara A. Mowat;Paul Werstine,Drama,average
Twelfth Night,William Shakespeare,Drama,average
The Languages of Pao,Jack Vance,Fiction,average
The Count of Monte Cristo,Alexandre Dumas;Margaret Brantley,Fiction,long
The Scarlet Letter,Nathaniel Hawthorne;Margaret Brantley,Fiction,average
Frankenstein,Mary Shelley,Fiction,average
The Awakening and Selected Stories of Kate Chopin,Kate Chopin;Nina Baym,Fiction,average
My Antonia,Willa Cather;Alyssa Harad,Fiction,average
The Notebooks of Lazarus Long,Robert A. Heinlein,Fiction,short
Twisted,Jeffery Deaver,Fiction,long
Star Trek: The Original Series: Crucible: McCoy: Provenance of Shadows,David R. George III,Fiction,long
Star Trek: The Original Series: Crucible: Spock: The Fire and the Rose,David R. George III,Fiction,average
A Star Trek: The Next Generation: Time #7: A Time to Kill,David Mack,Fiction,average
Getting the Love You Want,Harville Hendrix,Love,average
The Manolo Matrix,Julie Kenner,Fiction,average
Never Go Home Again,Shannon Holmes,Fiction,average
No Place Like Home,Mary Higgins Clark,Abused wives,long
Tinker,Wen Spencer,Fiction,long
This Rough Magic,Mercedes Lackey;Eric Flint;Dave Freer,Fiction,long
Irish Girls Are Back in Town,Cecelia Ahern;Patricia Scanlan;Gemma O'Connor;Sarah Webb,Fiction,average
The Dead Yard,Adrian McKinty,Fiction,average
Performance Assessments for Adult Education,Dan Birlew,Games & Activities,average
Final Fantasy® Origins Official Strategy Guide,Casey Loe;Laura M. Parkinson,Games,average
Grand Theft Auto,Tim Bogenn;Rick Barba,Games & Activities,average
World of Warcraft Atlas,Brady Games,Games,short
